PassengerID,BookingDate,Status,Cost,TicketNumber
522488013,2008-08-14 01:52:22,Pending,6227.86,185
932339816,2012-01-04 06:25:28,Pending,9724.97,1967
266713260,2001-11-26 06:08:59,Complete,2057.48,2679
426016976,2019-05-15 12:38:54,Confirmed,2414.71,2012
622260418,2004-01-13 07:02:25,Complete,7345.1,1669
682374132,2018-08-20 06:31:39,Pending,629.76,398
890381830,2005-03-04 15:30:45,Confirmed,853.48,3090
567849751,2006-01-22 08:09:57,Cancelled,6557.63,780
138903164,2004-03-31 18:01:12,Cancelled,4077.05,2123
945368511,2006-10-28 18:02:17,Confirmed,5768.16,2654
393007777,2009-01-14 02:38:03,Confirmed,5922.68,976
244289128,2022-07-31 17:03:03,Cancelled,7631.17,285
302884136,2000-09-18 08:14:35,Complete,2268.96,1952
558500828,2002-06-13 15:13:29,Pending,5574.78,1629
136988249,2019-12-14 13:03:00,Complete,3005.61,630
456782516,2005-12-15 10:17:49,Pending,7380.35,1627
252386198,2017-05-09 08:58:35,Pending,7875.67,2211
269962005,2016-07-31 17:59:57,Confirmed,7866.06,1444
509872673,2008-08-27 17:36:58,Confirmed,7165.2,830
901355503,2010-06-27 22:01:29,Cancelled,5415.39,2157
286962273,2002-11-18 03:35:12,Pending,2652.35,1063
565782856,2007-04-29 06:29:53,Confirmed,3634.93,690
143129967,2017-01-06 19:30:34,Cancelled,7620.91,1399
571109865,2020-05-01 23:34:24,Complete,7871.41,1876
289584167,2000-01-21 03:51:02,Complete,8353.38,879
835887086,2015-02-17 02:04:41,Pending,1117.44,887
884728259,2012-03-04 15:10:28,Complete,6612.59,1567
520124692,2014-08-26 01:36:47,Cancelled,4665.03,187
696981883,2014-07-08 03:50:33,Confirmed,6928.66,852
703440398,2022-04-30 16:03:29,Confirmed,8173.04,1884
167484250,2020-09-30 22:10:25,Complete,9254.99,1628
771304666,2022-07-06 06:13:43,Complete,8076.45,1471
641381865,2009-08-28 19:55:19,Cancelled,5364.12,771
628514077,2003-06-12 15:11:02,Cancelled,7152.56,2774
416125617,2022-04-14 02:37:52,Cancelled,238.52,2055
756489391,2011-11-27 05:39:02,Confirmed,3770.09,582
516265150,2002-11-01 13:14:50,Confirmed,3548.33,936
862141877,2000-01-13 02:27:36,Complete,7184.46,1184
619797181,2018-10-18 04:50:19,Cancelled,9463.73,1893
767742607,2021-02-19 11:05:21,Complete,162.81,210
922603320,2002-12-26 14:44:37,Pending,2519.8,136
639876767,2015-09-17 12:27:34,Complete,4362.48,182
684120781,2012-05-07 02:01:12,Complete,9588.05,1207
683993021,2014-12-24 23:22:56,Pending,3115.18,1497
535972318,2000-05-09 04:03:09,Confirmed,2559.28,648
954139466,2002-06-13 18:55:47,Cancelled,883.68,441
502683421,2008-01-26 23:40:09,Confirmed,1848.28,1796
298140600,2007-06-30 05:11:47,Pending,157.68,2232
881325768,2021-03-01 04:37:16,Pending,7685.71,1693
405023649,2001-05-18 09:40:37,Complete,2275.04,1283
802698780,2010-06-03 10:04:32,Cancelled,4446.94,150
495460877,2008-07-03 12:42:47,Confirmed,966.52,1169
535507578,2013-02-06 01:56:15,Pending,4029.67,1703
992550774,2021-05-22 18:00:14,Pending,4177.58,1248
944208005,2006-09-12 00:36:40,Pending,4921.81,154
896499274,2000-11-06 14:16:08,Cancelled,6625.28,2253
620010150,2018-01-26 22:26:44,Cancelled,2951.34,749
349003101,2011-07-30 18:14:56,Confirmed,9159.26,569
242353509,2018-10-02 04:16:50,Pending,260.9,2839
375679836,2016-05-31 15:33:28,Pending,7354.35,1733
521243137,2017-10-02 08:43:04,Complete,9622.75,2994
235008013,2014-10-05 15:29:14,Confirmed,5471.06,369
654838964,2021-07-07 08:33:49,Complete,2027.44,760
427821861,2017-02-14 07:11:11,Cancelled,2176.96,2036
184862988,2000-07-22 15:56:08,Confirmed,7664.21,2595
578905899,2008-04-23 05:06:33,Pending,3537.92,1295
878088432,2022-08-11 03:13:15,Cancelled,1430.69,1082
842853988,2007-05-11 15:18:20,Pending,2859.22,1537
454716321,2019-09-28 10:02:03,Pending,770.7,1517
385798216,2010-04-09 01:56:00,Cancelled,7559.1,2855
244746455,2011-11-27 10:39:54,Cancelled,4124.26,2028
394539568,2018-04-07 20:51:43,Complete,4564.26,2249
403584263,2001-05-18 00:55:50,Pending,4684.26,3042
667220858,2019-03-12 11:55:54,Pending,6361.1,279
756836948,2015-05-21 02:53:20,Complete,5088.62,262
324240955,2019-07-02 21:57:15,Cancelled,8003.82,1884
885851751,2008-05-06 12:04:12,Confirmed,7740.01,2758
753843281,2008-09-23 00:26:29,Complete,5081.37,145
835161749,2002-05-23 02:41:33,Confirmed,5938.16,881
522502805,2017-05-27 12:48:18,Cancelled,6747.53,2188
235236562,2013-05-12 05:17:59,Cancelled,1107.74,2425
596267995,2004-05-17 18:56:05,Confirmed,1755.88,1841
109101933,2005-02-09 12:24:29,Complete,3598.17,1648
856941698,2002-06-07 06:33:09,Complete,5114.26,1946
145586957,2017-04-22 03:03:48,Confirmed,767.54,2194
592284334,2017-06-06 01:09:46,Confirmed,1172.56,1238
992925773,2012-09-25 05:10:48,Pending,3109.97,248
275377480,2015-06-24 20:25:53,Cancelled,2562.43,241
881680030,2016-06-30 00:59:46,Cancelled,5569.56,289
786181268,2010-09-05 00:44:09,Pending,2802.03,1267
696976677,2000-02-13 20:32:15,Pending,9411.35,1075
704067052,2012-06-13 07:48:22,Pending,3833.94,2293
761986769,2008-04-08 22:14:51,Pending,6196.34,440
818876544,2017-08-13 22:35:36,Complete,9146.36,552
436149020,2007-06-05 21:42:21,Pending,9220.0,1891
765224073,2018-07-11 06:42:56,Pending,6722.6,2313
812313834,2022-11-22 05:37:59,Complete,4813.43,1979
659140958,2003-08-21 17:46:56,Complete,3438.85,2028
727618336,2011-03-12 21:58:01,Complete,5046.99,597
464508176,2007-08-26 07:28:28,Pending,1435.77,2861
877577448,2020-12-11 17:15:23,Cancelled,7457.45,1679
943448011,2000-06-13 09:27:49,Complete,4179.19,272
760402954,2014-06-02 04:50:56,Pending,5639.41,1915
209522827,2000-07-02 16:02:21,Cancelled,6203.89,792
106823056,2004-12-02 02:59:53,Complete,5261.67,2341
282409099,2017-10-14 02:12:31,Cancelled,6379.41,344
626345692,2016-04-01 12:06:29,Confirmed,2255.55,788
245121320,2001-04-16 12:31:08,Cancelled,1354.01,2088
259106240,2020-05-30 19:12:53,Cancelled,8990.92,622
121439698,2000-08-19 12:21:37,Confirmed,2170.14,411
325731574,2016-12-20 02:46:00,Complete,5051.44,2641
725744395,2003-07-27 01:45:09,Pending,4635.72,2606
221873421,2019-12-15 14:19:07,Confirmed,5073.06,2298
134849002,2005-03-12 00:44:11,Complete,8976.64,2458
324294783,2018-07-22 22:06:06,Cancelled,1218.4,773
138570294,2009-05-10 11:53:23,Cancelled,9372.18,1123
472744180,2016-09-25 07:13:38,Complete,9369.33,2276
405448716,2021-04-23 07:12:47,Confirmed,4467.51,670
596921076,2000-08-21 01:22:15,Complete,6632.18,2230
569186848,2012-12-17 13:48:29,Pending,9444.05,146
381326686,2010-08-22 07:13:22,Complete,4130.68,740
116053670,2018-12-31 22:59:49,Confirmed,5422.15,2795
827472357,2022-06-05 22:04:57,Cancelled,8103.52,887
580711932,2015-01-08 14:14:12,Complete,9701.09,767
524106456,2011-01-21 08:33:42,Confirmed,9757.47,2156
472077612,2012-12-12 12:49:40,Confirmed,2901.24,2449
770676058,2002-09-06 23:30:56,Pending,4806.88,2188
381235177,2009-03-09 13:02:45,Pending,7799.66,603
737324808,2016-09-12 09:00:25,Complete,6485.08,2516
187166139,2018-11-10 04:27:27,Pending,2593.94,515
559906787,2014-11-20 13:06:13,Cancelled,5164.14,2578
853393731,2000-12-27 13:16:05,Pending,7568.78,1308
447099753,2006-04-19 23:49:50,Confirmed,2861.9,1336
215164802,2014-09-15 22:59:54,Cancelled,7842.48,784
629430355,2011-02-11 12:02:39,Confirmed,7422.57,198
735005427,2012-11-13 02:27:13,Complete,3744.8,3011
298814818,2007-02-26 20:42:34,Cancelled,1168.1,1771
640560565,2000-02-18 03:05:16,Confirmed,9385.51,2198
455048738,2006-01-04 16:06:56,Confirmed,3757.27,2298
271360130,2017-08-03 23:05:25,Confirmed,8739.65,132
740563905,2010-05-02 06:10:15,Cancelled,3739.92,887
434397615,2000-10-11 16:52:45,Confirmed,474.69,856
925084548,2010-11-07 12:57:09,Complete,5538.02,2113
126444026,2013-07-02 08:36:53,Cancelled,6542.5,2032
135337841,2018-03-30 01:43:08,Cancelled,446.79,2093
562907945,2018-11-30 11:54:15,Cancelled,6413.63,823
862772259,2011-11-19 01:43:18,Complete,2013.62,740
496242444,2001-12-24 03:19:04,Complete,2175.46,2982
402187629,2016-04-22 17:04:19,Confirmed,7075.53,257
629097302,2008-04-05 16:33:00,Complete,5685.77,3007
887210546,2008-10-03 22:50:15,Confirmed,9442.2,968
570369868,2018-06-08 07:40:59,Complete,9364.42,911
229048112,2003-02-23 16:59:28,Cancelled,2592.88,347
918142127,2009-10-22 15:07:55,Cancelled,9073.4,1398
230878955,2014-05-18 06:16:08,Confirmed,2686.2,2686
825252643,2001-09-07 03:29:32,Pending,8759.28,1322
444232397,2021-07-24 03:55:51,Confirmed,9517.23,2222
831347621,2002-06-07 03:22:15,Cancelled,7183.19,847
719538746,2022-06-19 13:29:43,Pending,4658.74,291
297887840,2016-04-25 17:48:40,Cancelled,7084.81,2071
434216633,2018-05-14 09:28:17,Complete,3798.46,533
305325296,2020-07-30 02:37:57,Confirmed,4254.52,1124
685277034,2005-10-22 08:33:29,Complete,5619.86,2054
309339056,2019-06-25 03:07:12,Complete,511.43,229
593818659,2009-12-13 08:11:31,Confirmed,2766.7,2293
372925653,2003-08-21 18:25:07,Complete,5418.23,2031
383170907,2010-07-12 22:52:09,Confirmed,6990.41,862
269503678,2008-11-22 04:44:11,Complete,3144.42,1266
858607114,2008-12-14 17:56:46,Complete,939.76,3000
531023513,2000-09-14 05:39:35,Confirmed,1924.37,1073
833242997,2022-07-24 05:22:31,Cancelled,1656.56,649
995296891,2017-11-21 17:56:55,Confirmed,6341.32,2953
494919666,2008-05-29 12:13:59,Cancelled,4467.29,1400
966113161,2017-07-11 09:11:29,Confirmed,1113.55,854
378855408,2001-09-04 03:48:23,Cancelled,1143.57,505
701391680,2001-02-25 06:56:54,Cancelled,9288.92,763
108649453,2021-05-09 19:04:07,Confirmed,4280.97,392
423246786,2011-05-07 22:08:58,Complete,7333.48,2200
131635184,2013-12-27 19:23:46,Complete,667.79,432
956741460,2014-09-28 23:34:03,Complete,4218.58,344
569824717,2006-03-20 06:27:34,Confirmed,8121.75,1369
174549043,2013-02-26 09:32:14,Cancelled,3742.38,2786
278076325,2018-06-13 09:17:57,Cancelled,5096.44,364
685868945,2011-09-24 11:01:50,Complete,4285.89,2918
634733696,2006-01-30 14:38:51,Pending,8761.24,2214
637204909,2009-03-07 00:04:28,Pending,2293.8,665
918021930,2009-12-01 04:22:23,Complete,8038.62,423
718326695,2006-03-02 23:20:53,Confirmed,8088.87,1006
505648008,2005-07-17 01:22:12,Pending,3624.45,2721
184246918,2000-09-03 15:47:43,Pending,1252.59,2886
182755598,2021-07-05 00:21:43,Complete,714.4,2100
631183377,2019-02-14 11:59:24,Complete,8699.66,2789
666189007,2011-06-15 10:35:16,Pending,2487.05,2947
669132295,2004-09-13 23:32:34,Complete,7022.96,526
198395199,2017-01-17 00:50:13,Cancelled,3611.61,2261
530102302,2000-03-20 07:13:31,Cancelled,2350.26,278
600924583,2011-03-09 13:43:04,Complete,9058.39,3020
744376191,2016-03-08 01:42:19,Complete,6461.87,2037
775559780,2001-11-01 11:01:41,Cancelled,8507.32,2438
109896536,2014-05-23 20:55:06,Pending,5483.85,353
885991017,2013-09-26 10:15:34,Complete,9912.13,1826
515707381,2012-12-13 19:39:48,Cancelled,506.7,1486
927230499,2011-01-11 01:13:50,Confirmed,5538.46,1868
913062052,2006-09-03 02:32:05,Pending,849.61,839
284938036,2020-01-09 12:46:14,Cancelled,9941.55,2445
955975999,2011-03-08 06:51:09,Cancelled,2297.52,2653
403686952,2020-09-06 06:24:03,Pending,699.67,479
565204581,2004-07-12 19:58:21,Cancelled,6655.89,2795
744942605,2015-02-03 19:38:29,Pending,9643.67,1904
281160213,2019-01-27 04:56:56,Confirmed,1263.24,2293
737006356,2015-11-07 07:18:14,Pending,1718.85,2192
645812684,2016-10-15 02:07:11,Cancelled,557.81,441
319223821,2016-12-22 02:22:47,Complete,8794.12,2466
127918716,2003-10-08 09:59:57,Pending,195.6,2680
627722497,2003-02-09 12:08:10,Complete,1478.63,1171
742079613,2022-03-20 01:42:39,Cancelled,4564.36,2349
888972444,2015-05-31 13:23:45,Pending,6982.7,2987
112774651,2001-01-26 07:47:35,Complete,6886.12,1293
420252327,2004-12-09 15:30:16,Confirmed,7515.02,1281
355551021,2012-10-20 15:07:14,Confirmed,6732.56,1519
846957450,2008-11-02 13:17:22,Cancelled,1333.05,392
322851413,2014-12-31 06:31:54,Cancelled,1593.68,765
485052595,2020-02-12 01:14:44,Complete,1769.19,170
682132007,2006-04-05 08:37:37,Confirmed,4894.78,3015
818003699,2009-08-04 13:39:42,Complete,7707.75,1879
665662443,2016-07-06 10:22:41,Confirmed,3450.88,2784
187649151,2022-01-04 10:47:37,Complete,636.49,1568
135976769,2008-07-08 00:04:24,Confirmed,1554.94,1219
378862851,2008-03-02 06:55:08,Pending,1249.78,2001
531435949,2020-07-29 05:04:15,Complete,4916.49,824
724388880,2006-05-26 11:54:28,Cancelled,8698.35,2733
164423629,2007-09-19 16:24:49,Confirmed,3387.23,495
467822317,2008-08-20 01:12:34,Complete,1895.89,223
244058796,2022-03-05 18:56:03,Confirmed,1587.6,3088
721350062,2004-08-18 07:19:45,Pending,972.28,1883
439066096,2019-06-05 07:46:47,Pending,8540.23,2426
393408175,2002-09-27 09:20:41,Pending,6015.89,1739
369769091,2004-08-30 00:57:00,Pending,6109.07,513
796259058,2003-02-26 00:21:20,Confirmed,4783.57,1354
208345938,2018-09-05 10:55:52,Cancelled,7531.27,1698
462162806,2012-10-10 22:39:32,Pending,6600.02,1147
357228138,2021-11-16 08:37:42,Cancelled,9244.48,1254
256925221,2015-09-12 07:29:06,Cancelled,1293.55,357
950158963,2019-06-16 05:57:11,Cancelled,9467.8,2973
425821053,2011-11-10 14:45:54,Complete,8381.48,1927
233802184,2015-07-20 21:20:37,Cancelled,9176.67,625
547512885,2004-12-16 01:04:30,Cancelled,7389.19,2746
187439274,2011-12-25 20:51:10,Pending,7456.19,796
784160219,2017-05-26 20:27:30,Complete,9615.48,1459
982300487,2006-12-29 04:02:12,Confirmed,3234.21,1417
162112496,2018-11-10 12:42:12,Confirmed,8476.17,113
704601428,2014-02-06 01:37:08,Confirmed,2953.13,2142
456531244,2008-11-18 21:09:30,Pending,2235.09,2926
200265530,2005-12-26 18:24:19,Pending,5804.6,204
284831125,2005-12-22 01:18:23,Complete,8249.53,497
550351308,2006-06-29 01:19:12,Cancelled,3481.21,596
184983922,2018-04-08 20:02:27,Cancelled,6073.01,2228
459989344,2005-09-19 17:42:30,Confirmed,1460.12,323
234746696,2001-01-30 00:33:28,Complete,544.35,1814
174711998,2013-09-07 14:25:09,Complete,1141.65,1481
755137880,2018-09-29 07:01:40,Pending,2868.12,2435
655321311,2020-01-19 00:25:16,Confirmed,533.15,2813
827023025,2000-08-13 05:25:10,Cancelled,6853.68,725
788530918,2016-03-18 13:42:58,Confirmed,9525.5,1427
925650080,2008-02-01 03:28:32,Pending,3425.54,2389
852830197,2010-10-25 04:59:54,Confirmed,6073.9,521
855406931,2000-11-03 02:23:06,Pending,3974.37,384
259142821,2002-09-23 11:19:06,Pending,7629.55,1512
441676853,2009-02-17 09:53:43,Complete,6307.44,656
938227001,2003-08-29 13:17:10,Complete,4511.56,1722
950507775,2018-09-05 20:32:26,Cancelled,1155.34,1336
524947216,2013-04-17 15:53:56,Confirmed,4377.04,1734
440321301,2000-12-15 16:39:01,Cancelled,7575.4,1298
381587926,2016-03-19 18:21:45,Confirmed,8841.8,2508
493137950,2003-11-01 13:04:59,Cancelled,2572.91,2799
320606116,2022-06-30 09:46:18,Confirmed,1400.29,2141
422805241,2008-06-10 23:25:30,Cancelled,1644.41,1104
837346538,2007-03-30 12:38:28,Complete,8675.74,422
337808249,2022-10-01 21:53:17,Confirmed,5557.75,1664
879474774,2019-11-28 07:36:43,Confirmed,2923.68,2087
457973489,2014-06-01 05:18:40,Complete,5207.71,1217
470709061,2018-01-24 14:03:38,Cancelled,1486.07,3062
289021893,2001-11-07 12:07:13,Confirmed,5618.93,239
998048505,2018-02-10 07:10:45,Cancelled,1171.91,1460
840254251,2011-11-13 11:28:04,Confirmed,2850.77,1866
932833555,2006-12-09 00:35:08,Cancelled,1175.55,1619
141035944,2001-11-22 08:46:23,Cancelled,1054.26,2498
548712686,2002-01-02 06:05:57,Complete,4410.03,2727
774955424,2019-10-11 02:18:47,Cancelled,3941.37,803
569356646,2012-01-19 07:40:41,Pending,5014.04,1881
669804486,2021-07-21 06:29:39,Pending,6957.48,1786
667689897,2014-03-20 16:08:48,Cancelled,8592.77,2167
479205850,2017-12-14 03:59:53,Complete,6441.63,2852
982891665,2017-09-20 05:23:05,Cancelled,1488.89,2510
565957939,2008-04-12 16:07:08,Pending,7903.43,1941
390685184,2014-05-08 21:07:18,Pending,5727.18,1595
673339143,2022-02-18 08:44:29,Cancelled,998.69,800
292940694,2002-05-14 02:19:04,Complete,6716.27,478
690588060,2020-04-01 02:15:21,Confirmed,7282.78,2688
508948169,2012-01-18 01:56:00,Pending,7960.7,1926
980202827,2014-09-02 04:32:25,Cancelled,5855.28,218
455044877,2019-02-25 14:02:25,Confirmed,6479.29,770
458382177,2017-06-05 16:18:41,Cancelled,8831.98,2302
410592311,2015-02-21 18:31:12,Pending,7463.16,2575
574412138,2021-02-04 02:57:09,Confirmed,8637.48,473
408565889,2009-04-16 03:40:19,Pending,3380.86,2546
537652010,2014-02-17 16:31:54,Cancelled,177.06,2749
250860832,2012-11-08 18:08:19,Confirmed,197.56,2696
976458273,2021-07-16 22:20:29,Cancelled,9026.9,248
129179460,2002-02-13 15:57:07,Confirmed,9527.37,1892
963378227,2021-11-25 16:19:44,Pending,7277.34,789
